records.dateRep,records.day,records.month,records.year,records.cases,records.deaths,records.countriesAndTerritories,records.geoId,records.countryterritoryCode,records.popData2018,date,iso2
13/04/2020,13,4,2020,52,0,Afghanistan,AF,AFG,37172386,2020-04-13,AF
12/04/2020,12,4,2020,34,3,Afghanistan,AF,AFG,37172386,2020-04-12,AF
11/04/2020,11,4,2020,37,0,Afghanistan,AF,AFG,37172386,2020-04-11,AF
10/04/2020,10,4,2020,61,1,Afghanistan,AF,AFG,37172386,2020-04-10,AF
09/04/2020,9,4,2020,56,3,Afghanistan,AF,AFG,37172386,2020-04-09,AF
08/04/2020,8,4,2020,30,4,Afghanistan,AF,AFG,37172386,2020-04-08,AF
07/04/2020,7,4,2020,38,0,Afghanistan,AF,AFG,37172386,2020-04-07,AF
06/04/2020,6,4,2020,29,2,Afghanistan,AF,AFG,37172386,2020-04-06,AF
05/04/2020,5,4,2020,35,1,Afghanistan,AF,AFG,37172386,2020-04-05,AF
04/04/2020,4,4,2020,0,0,Afghanistan,AF,AFG,37172386,2020-04-04,AF
03/04/2020,3,4,2020,43,0,Afghanistan,AF,AFG,37172386,2020-04-03,AF
02/04/2020,2,4,2020,26,0,Afghanistan,AF,AFG,37172386,2020-04-02,AF
01/04/2020,1,4,2020,25,0,Afghanistan,AF,AFG,37172386,2020-04-01,AF
31/03/2020,31,3,2020,27,0,Afghanistan,AF,AFG,37172386,2020-03-31,AF
30/03/2020,30,3,2020,8,1,Afghanistan,AF,AFG,37172386,2020-03-30,AF
29/03/2020,29,3,2020,15,1,Afghanistan,AF,AFG,37172386,2020-03-29,AF
28/03/2020,28,3,2020,16,1,Afghanistan,AF,AFG,37172386,2020-03-28,AF
27/03/2020,27,3,2020,0,0,Afghanistan,AF,AFG,37172386,2020-03-27,AF
26/03/2020,26,3,2020,33,0,Afghanistan,AF,AFG,37172386,2020-03-26,AF
25/03/2020,25,3,2020,2,0,Afghanistan,AF,AFG,37172386,2020-03-25,AF
24/03/2020,24,3,2020,6,1,Afghanistan,AF,AFG,37172386,2020-03-24,AF
23/03/2020,23,3,2020,10,0,Afghanistan,AF,AFG,37172386,2020-03-23,AF
22/03/2020,22,3,2020,0,0,Afghanistan,AF,AFG,37172386,2020-03-22,AF
21/03/2020,21,3,2020,2,0,Afghanistan,AF,AFG,37172386,2020-03-21,AF
20/03/2020,20,3,2020,0,0,Afghanistan,AF,AFG,37172386,2020-03-20,AF
19/03/2020,19,3,2020,0,0,Afghanistan,AF,AFG,37172386,2020-03-19,AF
18/03/2020,18,3,2020,1,0,Afghanistan,AF,AFG,37172386,2020-03-18,AF
17/03/2020,17,3,2020,5,0,Afghanistan,AF,AFG,37172386,2020-03-17,AF
16/03/2020,16,3,2020,6,0,Afghanistan,AF,AFG,37172386,2020-03-16,AF
15/03/2020,15,3,2020,3,0,Afghanistan,AF,AFG,37172386,2020-03-15,AF
11/03/2020,11,3,2020,3,0,Afghanistan,AF,AFG,37172386,2020-03-11,AF
08/03/2020,8,3,2020,3,0,Afghanistan,AF,AFG,37172386,2020-03-08,AF
02/03/2020,2,3,2020,0,0,Afghanistan,AF,AFG,37172386,2020-03-02,AF
01/03/2020,1,3,2020,0,0,Afghanistan,AF,AFG,37172386,2020-03-01,AF
29/02/2020,29,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-29,AF
28/02/2020,28,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-28,AF
27/02/2020,27,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-27,AF
26/02/2020,26,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-26,AF
25/02/2020,25,2,2020,1,0,Afghanistan,AF,AFG,37172386,2020-02-25,AF
24/02/2020,24,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-24,AF
23/02/2020,23,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-23,AF
22/02/2020,22,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-22,AF
21/02/2020,21,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-21,AF
20/02/2020,20,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-20,AF
19/02/2020,19,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-19,AF
18/02/2020,18,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-18,AF
17/02/2020,17,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-17,AF
16/02/2020,16,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-16,AF
15/02/2020,15,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-15,AF
14/02/2020,14,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-14,AF
13/02/2020,13,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-13,AF
12/02/2020,12,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-12,AF
11/02/2020,11,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-11,AF
10/02/2020,10,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-10,AF
09/02/2020,9,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-09,AF
08/02/2020,8,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-08,AF
07/02/2020,7,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-07,AF
06/02/2020,6,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-06,AF
05/02/2020,5,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-05,AF
04/02/2020,4,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-04,AF
03/02/2020,3,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-03,AF
02/02/2020,2,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-02,AF
01/02/2020,1,2,2020,0,0,Afghanistan,AF,AFG,37172386,2020-02-01,AF
31/01/2020,31,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-31,AF
30/01/2020,30,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-30,AF
29/01/2020,29,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-29,AF
28/01/2020,28,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-28,AF
27/01/2020,27,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-27,AF
26/01/2020,26,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-26,AF
25/01/2020,25,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-25,AF
24/01/2020,24,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-24,AF
23/01/2020,23,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-23,AF
22/01/2020,22,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-22,AF
21/01/2020,21,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-21,AF
20/01/2020,20,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-20,AF
19/01/2020,19,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-19,AF
18/01/2020,18,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-18,AF
17/01/2020,17,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-17,AF
16/01/2020,16,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-16,AF
15/01/2020,15,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-15,AF
14/01/2020,14,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-14,AF
13/01/2020,13,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-13,AF
12/01/2020,12,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-12,AF
11/01/2020,11,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-11,AF
10/01/2020,10,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-10,AF
09/01/2020,9,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-09,AF
08/01/2020,8,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-08,AF
07/01/2020,7,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-07,AF
06/01/2020,6,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-06,AF
05/01/2020,5,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-05,AF
04/01/2020,4,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-04,AF
03/01/2020,3,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-03,AF
02/01/2020,2,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-02,AF
01/01/2020,1,1,2020,0,0,Afghanistan,AF,AFG,37172386,2020-01-01,AF
31/12/2019,31,12,2019,0,0,Afghanistan,AF,AFG,37172386,2019-12-31,AF
13/04/2020,13,4,2020,13,0,Albania,AL,ALB,2866376,2020-04-13,AL
12/04/2020,12,4,2020,17,0,Albania,AL,ALB,2866376,2020-04-12,AL
11/04/2020,11,4,2020,7,0,Albania,AL,ALB,2866376,2020-04-11,AL
10/04/2020,10,4,2020,9,1,Albania,AL,ALB,2866376,2020-04-10,AL
09/04/2020,9,4,2020,17,0,Albania,AL,ALB,2866376,2020-04-09,AL
08/04/2020,8,4,2020,6,0,Albania,AL,ALB,2866376,2020-04-08,AL
07/04/2020,7,4,2020,16,1,Albania,AL,ALB,2866376,2020-04-07,AL
06/04/2020,6,4,2020,28,2,Albania,AL,ALB,2866376,2020-04-06,AL
05/04/2020,5,4,2020,29,2,Albania,AL,ALB,2866376,2020-04-05,AL
04/04/2020,4,4,2020,27,1,Albania,AL,ALB,2866376,2020-04-04,AL
03/04/2020,3,4,2020,18,1,Albania,AL,ALB,2866376,2020-04-03,AL
02/04/2020,2,4,2020,16,0,Albania,AL,ALB,2866376,2020-04-02,AL
01/04/2020,1,4,2020,20,3,Albania,AL,ALB,2866376,2020-04-01,AL
31/03/2020,31,3,2020,11,2,Albania,AL,ALB,2866376,2020-03-31,AL
30/03/2020,30,3,2020,15,0,Albania,AL,ALB,2866376,2020-03-30,AL
29/03/2020,29,3,2020,11,1,Albania,AL,ALB,2866376,2020-03-29,AL
28/03/2020,28,3,2020,12,3,Albania,AL,ALB,2866376,2020-03-28,AL
27/03/2020,27,3,2020,28,1,Albania,AL,ALB,2866376,2020-03-27,AL
26/03/2020,26,3,2020,23,0,Albania,AL,ALB,2866376,2020-03-26,AL
25/03/2020,25,3,2020,23,1,Albania,AL,ALB,2866376,2020-03-25,AL
24/03/2020,24,3,2020,11,2,Albania,AL,ALB,2866376,2020-03-24,AL
23/03/2020,23,3,2020,13,0,Albania,AL,ALB,2866376,2020-03-23,AL
22/03/2020,22,3,2020,6,0,Albania,AL,ALB,2866376,2020-03-22,AL
21/03/2020,21,3,2020,0,0,Albania,AL,ALB,2866376,2020-03-21,AL
20/03/2020,20,3,2020,11,0,Albania,AL,ALB,2866376,2020-03-20,AL
19/03/2020,19,3,2020,4,1,Albania,AL,ALB,2866376,2020-03-19,AL
18/03/2020,18,3,2020,4,0,Albania,AL,ALB,2866376,2020-03-18,AL
17/03/2020,17,3,2020,9,0,Albania,AL,ALB,2866376,2020-03-17,AL
16/03/2020,16,3,2020,4,0,Albania,AL,ALB,2866376,2020-03-16,AL
15/03/2020,15,3,2020,5,0,Albania,AL,ALB,2866376,2020-03-15,AL
14/03/2020,14,3,2020,10,0,Albania,AL,ALB,2866376,2020-03-14,AL
13/03/2020,13,3,2020,12,0,Albania,AL,ALB,2866376,2020-03-13,AL
12/03/2020,12,3,2020,1,1,Albania,AL,ALB,2866376,2020-03-12,AL
11/03/2020,11,3,2020,4,0,Albania,AL,ALB,2866376,2020-03-11,AL
10/03/2020,10,3,2020,4,0,Albania,AL,ALB,2866376,2020-03-10,AL
09/03/2020,9,3,2020,2,0,Albania,AL,ALB,2866376,2020-03-09,AL
13/04/2020,13,4,2020,89,18,Algeria,DZ,DZA,42228429,2020-04-13,DZ
12/04/2020,12,4,2020,64,19,Algeria,DZ,DZA,42228429,2020-04-12,DZ
11/04/2020,11,4,2020,95,21,Algeria,DZ,DZA,42228429,2020-04-11,DZ
10/04/2020,10,4,2020,94,30,Algeria,DZ,DZA,42228429,2020-04-10,DZ
09/04/2020,9,4,2020,104,11,Algeria,DZ,DZA,42228429,2020-04-09,DZ
08/04/2020,8,4,2020,45,21,Algeria,DZ,DZA,42228429,2020-04-08,DZ
07/04/2020,7,4,2020,103,21,Algeria,DZ,DZA,42228429,2020-04-07,DZ
06/04/2020,6,4,2020,20,22,Algeria,DZ,DZA,42228429,2020-04-06,DZ
05/04/2020,5,4,2020,314,47,Algeria,DZ,DZA,42228429,2020-04-05,DZ
04/04/2020,4,4,2020,139,25,Algeria,DZ,DZA,42228429,2020-04-04,DZ
03/04/2020,3,4,2020,0,0,Algeria,DZ,DZA,42228429,2020-04-03,DZ
02/04/2020,2,4,2020,263,23,Algeria,DZ,DZA,42228429,2020-04-02,DZ
01/04/2020,1,4,2020,73,4,Algeria,DZ,DZA,42228429,2020-04-01,DZ
31/03/2020,31,3,2020,57,2,Algeria,DZ,DZA,42228429,2020-03-31,DZ
30/03/2020,30,3,2020,45,3,Algeria,DZ,DZA,42228429,2020-03-30,DZ
29/03/2020,29,3,2020,104,5,Algeria,DZ,DZA,42228429,2020-03-29,DZ
28/03/2020,28,3,2020,0,0,Algeria,DZ,DZA,42228429,2020-03-28,DZ
27/03/2020,27,3,2020,41,4,Algeria,DZ,DZA,42228429,2020-03-27,DZ
26/03/2020,26,3,2020,33,0,Algeria,DZ,DZA,42228429,2020-03-26,DZ
25/03/2020,25,3,2020,42,0,Algeria,DZ,DZA,42228429,2020-03-25,DZ
24/03/2020,24,3,2020,87,2,Algeria,DZ,DZA,42228429,2020-03-24,DZ
23/03/2020,23,3,2020,8,5,Algeria,DZ,DZA,42228429,2020-03-23,DZ
22/03/2020,22,3,2020,0,0,Algeria,DZ,DZA,42228429,2020-03-22,DZ
21/03/2020,21,3,2020,12,3,Algeria,DZ,DZA,42228429,2020-03-21,DZ
20/03/2020,20,3,2020,9,1,Algeria,DZ,DZA,42228429,2020-03-20,DZ
19/03/2020,19,3,2020,13,1,Algeria,DZ,DZA,42228429,2020-03-19,DZ
18/03/2020,18,3,2020,0,1,Algeria,DZ,DZA,42228429,2020-03-18,DZ
17/03/2020,17,3,2020,12,0,Algeria,DZ,DZA,42228429,2020-03-17,DZ
16/03/2020,16,3,2020,11,2,Algeria,DZ,DZA,42228429,2020-03-16,DZ
15/03/2020,15,3,2020,11,0,Algeria,DZ,DZA,42228429,2020-03-15,DZ
14/03/2020,14,3,2020,2,1,Algeria,DZ,DZA,42228429,2020-03-14,DZ
13/03/2020,13,3,2020,4,1,Algeria,DZ,DZA,42228429,2020-03-13,DZ
12/03/2020,12,3,2020,0,0,Algeria,DZ,DZA,42228429,2020-03-12,DZ
09/03/2020,9,3,2020,3,0,Algeria,DZ,DZA,42228429,2020-03-09,DZ
06/03/2020,6,3,2020,5,0,Algeria,DZ,DZA,42228429,2020-03-06,DZ
05/03/2020,5,3,2020,7,0,Algeria,DZ,DZA,42228429,2020-03-05,DZ
04/03/2020,4,3,2020,2,0,Algeria,DZ,DZA,42228429,2020-03-04,DZ
02/03/2020,2,3,2020,2,0,Algeria,DZ,DZA,42228429,2020-03-02,DZ
01/03/2020,1,3,2020,0,0,Algeria,DZ,DZA,42228429,2020-03-01,DZ
29/02/2020,29,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-29,DZ
28/02/2020,28,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-28,DZ
27/02/2020,27,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-27,DZ
26/02/2020,26,2,2020,1,0,Algeria,DZ,DZA,42228429,2020-02-26,DZ
25/02/2020,25,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-25,DZ
24/02/2020,24,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-24,DZ
23/02/2020,23,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-23,DZ
22/02/2020,22,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-22,DZ
21/02/2020,21,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-21,DZ
20/02/2020,20,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-20,DZ
19/02/2020,19,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-19,DZ
18/02/2020,18,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-18,DZ
17/02/2020,17,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-17,DZ
16/02/2020,16,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-16,DZ
15/02/2020,15,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-15,DZ
14/02/2020,14,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-14,DZ
13/02/2020,13,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-13,DZ
12/02/2020,12,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-12,DZ
11/02/2020,11,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-11,DZ
10/02/2020,10,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-10,DZ
09/02/2020,9,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-09,DZ
08/02/2020,8,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-08,DZ
07/02/2020,7,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-07,DZ
06/02/2020,6,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-06,DZ
05/02/2020,5,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-05,DZ
04/02/2020,4,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-04,DZ
03/02/2020,3,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-03,DZ
02/02/2020,2,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-02,DZ
01/02/2020,1,2,2020,0,0,Algeria,DZ,DZA,42228429,2020-02-01,DZ
31/01/2020,31,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-31,DZ
30/01/2020,30,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-30,DZ
29/01/2020,29,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-29,DZ
28/01/2020,28,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-28,DZ
27/01/2020,27,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-27,DZ
26/01/2020,26,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-26,DZ
25/01/2020,25,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-25,DZ
24/01/2020,24,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-24,DZ
23/01/2020,23,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-23,DZ
22/01/2020,22,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-22,DZ
21/01/2020,21,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-21,DZ
20/01/2020,20,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-20,DZ
19/01/2020,19,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-19,DZ
18/01/2020,18,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-18,DZ
17/01/2020,17,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-17,DZ
16/01/2020,16,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-16,DZ
15/01/2020,15,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-15,DZ
14/01/2020,14,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-14,DZ
13/01/2020,13,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-13,DZ
12/01/2020,12,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-12,DZ
11/01/2020,11,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-11,DZ
10/01/2020,10,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-10,DZ
09/01/2020,9,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-09,DZ
08/01/2020,8,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-08,DZ
07/01/2020,7,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-07,DZ
06/01/2020,6,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-06,DZ
05/01/2020,5,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-05,DZ
04/01/2020,4,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-04,DZ
03/01/2020,3,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-03,DZ
02/01/2020,2,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-02,DZ
01/01/2020,1,1,2020,0,0,Algeria,DZ,DZA,42228429,2020-01-01,DZ
31/12/2019,31,12,2019,0,0,Algeria,DZ,DZA,42228429,2019-12-31,DZ
13/04/2020,13,4,2020,16,1,Andorra,AD,AND,77006,2020-04-13,AD
12/04/2020,12,4,2020,21,2,Andorra,AD,AND,77006,2020-04-12,AD
11/04/2020,11,4,2020,18,1,Andorra,AD,AND,77006,2020-04-11,AD
10/04/2020,10,4,2020,19,2,Andorra,AD,AND,77006,2020-04-10,AD
09/04/2020,9,4,2020,19,1,Andorra,AD,AND,77006,2020-04-09,AD
08/04/2020,8,4,2020,19,1,Andorra,AD,AND,77006,2020-04-08,AD
07/04/2020,7,4,2020,25,3,Andorra,AD,AND,77006,2020-04-07,AD
06/04/2020,6,4,2020,35,1,Andorra,AD,AND,77006,2020-04-06,AD
05/04/2020,5,4,2020,27,1,Andorra,AD,AND,77006,2020-04-05,AD
04/04/2020,4,4,2020,11,1,Andorra,AD,AND,77006,2020-04-04,AD
03/04/2020,3,4,2020,38,1,Andorra,AD,AND,77006,2020-04-03,AD
02/04/2020,2,4,2020,14,2,Andorra,AD,AND,77006,2020-04-02,AD
01/04/2020,1,4,2020,6,4,Andorra,AD,AND,77006,2020-04-01,AD
31/03/2020,31,3,2020,36,2,Andorra,AD,AND,77006,2020-03-31,AD
30/03/2020,30,3,2020,26,2,Andorra,AD,AND,77006,2020-03-30,AD
29/03/2020,29,3,2020,41,1,Andorra,AD,AND,77006,2020-03-29,AD
28/03/2020,28,3,2020,43,0,Andorra,AD,AND,77006,2020-03-28,AD
27/03/2020,27,3,2020,36,3,Andorra,AD,AND,77006,2020-03-27,AD
26/03/2020,26,3,2020,24,0,Andorra,AD,AND,77006,2020-03-26,AD
25/03/2020,25,3,2020,31,0,Andorra,AD,AND,77006,2020-03-25,AD
24/03/2020,24,3,2020,20,0,Andorra,AD,AND,77006,2020-03-24,AD
23/03/2020,23,3,2020,25,0,Andorra,AD,AND,77006,2020-03-23,AD
22/03/2020,22,3,2020,13,0,Andorra,AD,AND,77006,2020-03-22,AD
21/03/2020,21,3,2020,0,0,Andorra,AD,AND,77006,2020-03-21,AD
20/03/2020,20,3,2020,22,0,Andorra,AD,AND,77006,2020-03-20,AD
19/03/2020,19,3,2020,39,0,Andorra,AD,AND,77006,2020-03-19,AD
18/03/2020,18,3,2020,0,0,Andorra,AD,AND,77006,2020-03-18,AD
17/03/2020,17,3,2020,9,0,Andorra,AD,AND,77006,2020-03-17,AD
16/03/2020,16,3,2020,3,0,Andorra,AD,AND,77006,2020-03-16,AD
14/03/2020,14,3,2020,1,0,Andorra,AD,AND,77006,2020-03-14,AD
03/03/2020,3,3,2020,1,0,Andorra,AD,AND,77006,2020-03-03,AD
13/04/2020,13,4,2020,0,0,Angola,AO,AGO,30809762,2020-04-13,AO
12/04/2020,12,4,2020,0,0,Angola,AO,AGO,30809762,2020-04-12,AO
11/04/2020,11,4,2020,0,0,Angola,AO,AGO,30809762,2020-04-11,AO
10/04/2020,10,4,2020,0,0,Angola,AO,AGO,30809762,2020-04-10,AO
09/04/2020,9,4,2020,2,0,Angola,AO,AGO,30809762,2020-04-09,AO
08/04/2020,8,4,2020,1,0,Angola,AO,AGO,30809762,2020-04-08,AO
07/04/2020,7,4,2020,2,0,Angola,AO,AGO,30809762,2020-04-07,AO
06/04/2020,6,4,2020,4,0,Angola,AO,AGO,30809762,2020-04-06,AO
05/04/2020,5,4,2020,2,0,Angola,AO,AGO,30809762,2020-04-05,AO
04/04/2020,4,4,2020,0,0,Angola,AO,AGO,30809762,2020-04-04,AO
03/04/2020,3,4,2020,0,0,Angola,AO,AGO,30809762,2020-04-03,AO
02/04/2020,2,4,2020,1,0,Angola,AO,AGO,30809762,2020-04-02,AO
01/04/2020,1,4,2020,0,0,Angola,AO,AGO,30809762,2020-04-01,AO
31/03/2020,31,3,2020,0,0,Angola,AO,AGO,30809762,2020-03-31,AO
30/03/2020,30,3,2020,3,2,Angola,AO,AGO,30809762,2020-03-30,AO
29/03/2020,29,3,2020,0,0,Angola,AO,AGO,30809762,2020-03-29,AO
28/03/2020,28,3,2020,1,0,Angola,AO,AGO,30809762,2020-03-28,AO
27/03/2020,27,3,2020,1,0,Angola,AO,AGO,30809762,2020-03-27,AO
26/03/2020,26,3,2020,0,0,Angola,AO,AGO,30809762,2020-03-26,AO
25/03/2020,25,3,2020,0,0,Angola,AO,AGO,30809762,2020-03-25,AO
24/03/2020,24,3,2020,0,0,Angola,AO,AGO,30809762,2020-03-24,AO
23/03/2020,23,3,2020,0,0,Angola,AO,AGO,30809762,2020-03-23,AO
22/03/2020,22,3,2020,2,0,Angola,AO,AGO,30809762,2020-03-22,AO
13/04/2020,13,4,2020,0,0,Anguilla,AI,,NA,2020-04-13,AI
12/04/2020,12,4,2020,0,0,Anguilla,AI,,NA,2020-04-12,AI
11/04/2020,11,4,2020,0,0,Anguilla,AI,,NA,2020-04-11,AI
10/04/2020,10,4,2020,0,0,Anguilla,AI,,NA,2020-04-10,AI
09/04/2020,9,4,2020,0,0,Anguilla,AI,,NA,2020-04-09,AI
08/04/2020,8,4,2020,0,0,Anguilla,AI,,NA,2020-04-08,AI
07/04/2020,7,4,2020,0,0,Anguilla,AI,,NA,2020-04-07,AI
06/04/2020,6,4,2020,0,0,Anguilla,AI,,NA,2020-04-06,AI
05/04/2020,5,4,2020,0,0,Anguilla,AI,,NA,2020-04-05,AI
04/04/2020,4,4,2020,0,0,Anguilla,AI,,NA,2020-04-04,AI
03/04/2020,3,4,2020,1,0,Anguilla,AI,,NA,2020-04-03,AI
02/04/2020,2,4,2020,0,0,Anguilla,AI,,NA,2020-04-02,AI
01/04/2020,1,4,2020,0,0,Anguilla,AI,,NA,2020-04-01,AI
31/03/2020,31,3,2020,0,0,Anguilla,AI,,NA,2020-03-31,AI
30/03/2020,30,3,2020,0,0,Anguilla,AI,,NA,2020-03-30,AI
29/03/2020,29,3,2020,0,0,Anguilla,AI,,NA,2020-03-29,AI
28/03/2020,28,3,2020,0,0,Anguilla,AI,,NA,2020-03-28,AI
27/03/2020,27,3,2020,2,0,Anguilla,AI,,NA,2020-03-27,AI
13/04/2020,13,4,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286,2020-04-13,AG
12/04/2020,12,4,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286,2020-04-12,AG
11/04/2020,11,4,2020,2,0,Antigua_and_Barbuda,AG,ATG,96286,2020-04-11,AG
10/04/2020,10,4,2020,4,2,Antigua_and_Barbuda,AG,ATG,96286,2020-04-10,AG
09/04/2020,9,4,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286,2020-04-09,AG
08/04/2020,8,4,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286,2020-04-08,AG
07/04/2020,7,4,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286,2020-04-07,AG
