records.dateRep,records.day,records.month,records.year,records.cases,records.deaths,records.countriesAndTerritories,records.geoId,records.countryterritoryCode,records.popData2018,date,iso2,iso3,cname
04/02/2020,4,2,2020,0,0,Croatia,HR,HRV,4089400,2020-02-04,HR,HRV,Croatia
03/02/2020,3,2,2020,0,0,Croatia,HR,HRV,4089400,2020-02-03,HR,HRV,Croatia
02/02/2020,2,2,2020,0,0,Croatia,HR,HRV,4089400,2020-02-02,HR,HRV,Croatia
01/02/2020,1,2,2020,0,0,Croatia,HR,HRV,4089400,2020-02-01,HR,HRV,Croatia
31/01/2020,31,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-31,HR,HRV,Croatia
30/01/2020,30,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-30,HR,HRV,Croatia
29/01/2020,29,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-29,HR,HRV,Croatia
28/01/2020,28,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-28,HR,HRV,Croatia
27/01/2020,27,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-27,HR,HRV,Croatia
26/01/2020,26,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-26,HR,HRV,Croatia
25/01/2020,25,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-25,HR,HRV,Croatia
24/01/2020,24,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-24,HR,HRV,Croatia
23/01/2020,23,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-23,HR,HRV,Croatia
22/01/2020,22,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-22,HR,HRV,Croatia
21/01/2020,21,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-21,HR,HRV,Croatia
20/01/2020,20,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-20,HR,HRV,Croatia
19/01/2020,19,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-19,HR,HRV,Croatia
18/01/2020,18,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-18,HR,HRV,Croatia
17/01/2020,17,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-17,HR,HRV,Croatia
16/01/2020,16,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-16,HR,HRV,Croatia
15/01/2020,15,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-15,HR,HRV,Croatia
14/01/2020,14,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-14,HR,HRV,Croatia
13/01/2020,13,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-13,HR,HRV,Croatia
12/01/2020,12,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-12,HR,HRV,Croatia
11/01/2020,11,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-11,HR,HRV,Croatia
10/01/2020,10,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-10,HR,HRV,Croatia
09/01/2020,9,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-09,HR,HRV,Croatia
08/01/2020,8,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-08,HR,HRV,Croatia
07/01/2020,7,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-07,HR,HRV,Croatia
06/01/2020,6,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-06,HR,HRV,Croatia
05/01/2020,5,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-05,HR,HRV,Croatia
04/01/2020,4,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-04,HR,HRV,Croatia
03/01/2020,3,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-03,HR,HRV,Croatia
02/01/2020,2,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-02,HR,HRV,Croatia
01/01/2020,1,1,2020,0,0,Croatia,HR,HRV,4089400,2020-01-01,HR,HRV,Croatia
31/12/2019,31,12,2019,0,0,Croatia,HR,HRV,4089400,2019-12-31,HR,HRV,Croatia
13/04/2020,13,4,2020,49,2,Cuba,CU,CUB,11338138,2020-04-13,CU,CUB,Cuba
12/04/2020,12,4,2020,56,1,Cuba,CU,CUB,11338138,2020-04-12,CU,CUB,Cuba
11/04/2020,11,4,2020,49,0,Cuba,CU,CUB,11338138,2020-04-11,CU,CUB,Cuba
10/04/2020,10,4,2020,58,3,Cuba,CU,CUB,11338138,2020-04-10,CU,CUB,Cuba
09/04/2020,9,4,2020,61,1,Cuba,CU,CUB,11338138,2020-04-09,CU,CUB,Cuba
08/04/2020,8,4,2020,46,2,Cuba,CU,CUB,11338138,2020-04-08,CU,CUB,Cuba
07/04/2020,7,4,2020,30,1,Cuba,CU,CUB,11338138,2020-04-07,CU,CUB,Cuba
06/04/2020,6,4,2020,32,2,Cuba,CU,CUB,11338138,2020-04-06,CU,CUB,Cuba
05/04/2020,5,4,2020,19,0,Cuba,CU,CUB,11338138,2020-04-05,CU,CUB,Cuba
04/04/2020,4,4,2020,36,0,Cuba,CU,CUB,11338138,2020-04-04,CU,CUB,Cuba
03/04/2020,3,4,2020,21,0,Cuba,CU,CUB,11338138,2020-04-03,CU,CUB,Cuba
02/04/2020,2,4,2020,26,0,Cuba,CU,CUB,11338138,2020-04-02,CU,CUB,Cuba
01/04/2020,1,4,2020,16,2,Cuba,CU,CUB,11338138,2020-04-01,CU,CUB,Cuba
31/03/2020,31,3,2020,31,1,Cuba,CU,CUB,11338138,2020-03-31,CU,CUB,Cuba
30/03/2020,30,3,2020,20,0,Cuba,CU,CUB,11338138,2020-03-30,CU,CUB,Cuba
29/03/2020,29,3,2020,39,1,Cuba,CU,CUB,11338138,2020-03-29,CU,CUB,Cuba
28/03/2020,28,3,2020,13,0,Cuba,CU,CUB,11338138,2020-03-28,CU,CUB,Cuba
27/03/2020,27,3,2020,10,1,Cuba,CU,CUB,11338138,2020-03-27,CU,CUB,Cuba
26/03/2020,26,3,2020,9,0,Cuba,CU,CUB,11338138,2020-03-26,CU,CUB,Cuba
25/03/2020,25,3,2020,8,0,Cuba,CU,CUB,11338138,2020-03-25,CU,CUB,Cuba
24/03/2020,24,3,2020,5,0,Cuba,CU,CUB,11338138,2020-03-24,CU,CUB,Cuba
23/03/2020,23,3,2020,10,0,Cuba,CU,CUB,11338138,2020-03-23,CU,CUB,Cuba
22/03/2020,22,3,2020,4,0,Cuba,CU,CUB,11338138,2020-03-22,CU,CUB,Cuba
21/03/2020,21,3,2020,5,0,Cuba,CU,CUB,11338138,2020-03-21,CU,CUB,Cuba
20/03/2020,20,3,2020,5,0,Cuba,CU,CUB,11338138,2020-03-20,CU,CUB,Cuba
19/03/2020,19,3,2020,4,1,Cuba,CU,CUB,11338138,2020-03-19,CU,CUB,Cuba
18/03/2020,18,3,2020,3,0,Cuba,CU,CUB,11338138,2020-03-18,CU,CUB,Cuba
15/03/2020,15,3,2020,0,0,Cuba,CU,CUB,11338138,2020-03-15,CU,CUB,Cuba
14/03/2020,14,3,2020,1,0,Cuba,CU,CUB,11338138,2020-03-14,CU,CUB,Cuba
12/03/2020,12,3,2020,3,0,Cuba,CU,CUB,11338138,2020-03-12,CU,CUB,Cuba
13/04/2020,13,4,2020,0,0,Curaçao,CW,CUW,159849,2020-04-13,CW,CUW,Curaçao
12/04/2020,12,4,2020,0,0,Curaçao,CW,CUW,159849,2020-04-12,CW,CUW,Curaçao
11/04/2020,11,4,2020,0,0,Curaçao,CW,CUW,159849,2020-04-11,CW,CUW,Curaçao
10/04/2020,10,4,2020,0,0,Curaçao,CW,CUW,159849,2020-04-10,CW,CUW,Curaçao
09/04/2020,9,4,2020,1,0,Curaçao,CW,CUW,159849,2020-04-09,CW,CUW,Curaçao
08/04/2020,8,4,2020,0,0,Curaçao,CW,CUW,159849,2020-04-08,CW,CUW,Curaçao
07/04/2020,7,4,2020,2,0,Curaçao,CW,CUW,159849,2020-04-07,CW,CUW,Curaçao
06/04/2020,6,4,2020,0,0,Curaçao,CW,CUW,159849,2020-04-06,CW,CUW,Curaçao
05/04/2020,5,4,2020,0,0,Curaçao,CW,CUW,159849,2020-04-05,CW,CUW,Curaçao
04/04/2020,4,4,2020,0,0,Curaçao,CW,CUW,159849,2020-04-04,CW,CUW,Curaçao
03/04/2020,3,4,2020,0,0,Curaçao,CW,CUW,159849,2020-04-03,CW,CUW,Curaçao
02/04/2020,2,4,2020,0,0,Curaçao,CW,CUW,159849,2020-04-02,CW,CUW,Curaçao
01/04/2020,1,4,2020,2,0,Curaçao,CW,CUW,159849,2020-04-01,CW,CUW,Curaçao
30/03/2020,30,3,2020,1,0,Curaçao,CW,CUW,159849,2020-03-30,CW,CUW,Curaçao
29/03/2020,29,3,2020,0,0,Curaçao,CW,CUW,159849,2020-03-29,CW,CUW,Curaçao
28/03/2020,28,3,2020,1,0,Curaçao,CW,CUW,159849,2020-03-28,CW,CUW,Curaçao
27/03/2020,27,3,2020,1,0,Curaçao,CW,CUW,159849,2020-03-27,CW,CUW,Curaçao
26/03/2020,26,3,2020,0,1,Curaçao,CW,CUW,159849,2020-03-26,CW,CUW,Curaçao
24/03/2020,24,3,2020,3,0,Curaçao,CW,CUW,159849,2020-03-24,CW,CUW,Curaçao
20/03/2020,20,3,2020,2,0,Curaçao,CW,CUW,159849,2020-03-20,CW,CUW,Curaçao
13/03/2020,13,3,2020,1,0,Curaçao,CW,CUW,159849,2020-03-13,CW,CUW,Curaçao
13/04/2020,13,4,2020,17,1,Cyprus,CY,CYP,1189265,2020-04-13,CY,CYP,Cyprus
12/04/2020,12,4,2020,21,0,Cyprus,CY,CYP,1189265,2020-04-12,CY,CYP,Cyprus
11/04/2020,11,4,2020,31,0,Cyprus,CY,CYP,1189265,2020-04-11,CY,CYP,Cyprus
10/04/2020,10,4,2020,38,1,Cyprus,CY,CYP,1189265,2020-04-10,CY,CYP,Cyprus
09/04/2020,9,4,2020,32,0,Cyprus,CY,CYP,1189265,2020-04-09,CY,CYP,Cyprus
08/04/2020,8,4,2020,29,0,Cyprus,CY,CYP,1189265,2020-04-08,CY,CYP,Cyprus
07/04/2020,7,4,2020,19,0,Cyprus,CY,CYP,1189265,2020-04-07,CY,CYP,Cyprus
06/04/2020,6,4,2020,20,3,Cyprus,CY,CYP,1189265,2020-04-06,CY,CYP,Cyprus
05/04/2020,5,4,2020,30,0,Cyprus,CY,CYP,1189265,2020-04-05,CY,CYP,Cyprus
04/04/2020,4,4,2020,40,2,Cyprus,CY,CYP,1189265,2020-04-04,CY,CYP,Cyprus
03/04/2020,3,4,2020,36,0,Cyprus,CY,CYP,1189265,2020-04-03,CY,CYP,Cyprus
02/04/2020,2,4,2020,58,1,Cyprus,CY,CYP,1189265,2020-04-02,CY,CYP,Cyprus
01/04/2020,1,4,2020,32,1,Cyprus,CY,CYP,1189265,2020-04-01,CY,CYP,Cyprus
31/03/2020,31,3,2020,16,1,Cyprus,CY,CYP,1189265,2020-03-31,CY,CYP,Cyprus
30/03/2020,30,3,2020,35,1,Cyprus,CY,CYP,1189265,2020-03-30,CY,CYP,Cyprus
29/03/2020,29,3,2020,17,0,Cyprus,CY,CYP,1189265,2020-03-29,CY,CYP,Cyprus
28/03/2020,28,3,2020,16,2,Cyprus,CY,CYP,1189265,2020-03-28,CY,CYP,Cyprus
27/03/2020,27,3,2020,14,0,Cyprus,CY,CYP,1189265,2020-03-27,CY,CYP,Cyprus
26/03/2020,26,3,2020,8,0,Cyprus,CY,CYP,1189265,2020-03-26,CY,CYP,Cyprus
25/03/2020,25,3,2020,8,3,Cyprus,CY,CYP,1189265,2020-03-25,CY,CYP,Cyprus
24/03/2020,24,3,2020,21,0,Cyprus,CY,CYP,1189265,2020-03-24,CY,CYP,Cyprus
23/03/2020,23,3,2020,11,0,Cyprus,CY,CYP,1189265,2020-03-23,CY,CYP,Cyprus
22/03/2020,22,3,2020,17,0,Cyprus,CY,CYP,1189265,2020-03-22,CY,CYP,Cyprus
21/03/2020,21,3,2020,9,0,Cyprus,CY,CYP,1189265,2020-03-21,CY,CYP,Cyprus
20/03/2020,20,3,2020,0,0,Cyprus,CY,CYP,1189265,2020-03-20,CY,CYP,Cyprus
19/03/2020,19,3,2020,18,0,Cyprus,CY,CYP,1189265,2020-03-19,CY,CYP,Cyprus
18/03/2020,18,3,2020,0,0,Cyprus,CY,CYP,1189265,2020-03-18,CY,CYP,Cyprus
17/03/2020,17,3,2020,10,0,Cyprus,CY,CYP,1189265,2020-03-17,CY,CYP,Cyprus
16/03/2020,16,3,2020,9,0,Cyprus,CY,CYP,1189265,2020-03-16,CY,CYP,Cyprus
15/03/2020,15,3,2020,7,0,Cyprus,CY,CYP,1189265,2020-03-15,CY,CYP,Cyprus
14/03/2020,14,3,2020,8,0,Cyprus,CY,CYP,1189265,2020-03-14,CY,CYP,Cyprus
12/03/2020,12,3,2020,4,0,Cyprus,CY,CYP,1189265,2020-03-12,CY,CYP,Cyprus
10/03/2020,10,3,2020,2,0,Cyprus,CY,CYP,1189265,2020-03-10,CY,CYP,Cyprus
13/04/2020,13,4,2020,89,9,Czechia,CZ,,NA,2020-04-13,CZ,CZE,Czech Republic
12/04/2020,12,4,2020,170,10,Czechia,CZ,,NA,2020-04-12,CZ,CZE,Czech Republic
11/04/2020,11,4,2020,163,7,Czechia,CZ,,NA,2020-04-11,CZ,CZE,Czech Republic
10/04/2020,10,4,2020,257,13,Czechia,CZ,,NA,2020-04-10,CZ,CZE,Czech Republic
09/04/2020,9,4,2020,295,11,Czechia,CZ,,NA,2020-04-09,CZ,CZE,Czech Republic
08/04/2020,8,4,2020,195,10,Czechia,CZ,,NA,2020-04-08,CZ,CZE,Czech Republic
07/04/2020,7,4,2020,235,11,Czechia,CZ,,NA,2020-04-07,CZ,CZE,Czech Republic
06/04/2020,6,4,2020,115,8,Czechia,CZ,,NA,2020-04-06,CZ,CZE,Czech Republic
05/04/2020,5,4,2020,282,6,Czechia,CZ,,NA,2020-04-05,CZ,CZE,Czech Republic
04/04/2020,4,4,2020,332,9,Czechia,CZ,,NA,2020-04-04,CZ,CZE,Czech Republic
03/04/2020,3,4,2020,269,5,Czechia,CZ,,NA,2020-04-03,CZ,CZE,Czech Republic
02/04/2020,2,4,2020,281,8,Czechia,CZ,,NA,2020-04-02,CZ,CZE,Czech Republic
01/04/2020,1,4,2020,306,7,Czechia,CZ,,NA,2020-04-01,CZ,CZE,Czech Republic
31/03/2020,31,3,2020,173,8,Czechia,CZ,,NA,2020-03-31,CZ,CZE,Czech Republic
30/03/2020,30,3,2020,166,5,Czechia,CZ,,NA,2020-03-30,CZ,CZE,Czech Republic
29/03/2020,29,3,2020,384,2,Czechia,CZ,,NA,2020-03-29,CZ,CZE,Czech Republic
28/03/2020,28,3,2020,217,0,Czechia,CZ,,NA,2020-03-28,CZ,CZE,Czech Republic
27/03/2020,27,3,2020,408,3,Czechia,CZ,,NA,2020-03-27,CZ,CZE,Czech Republic
26/03/2020,26,3,2020,260,3,Czechia,CZ,,NA,2020-03-26,CZ,CZE,Czech Republic
25/03/2020,25,3,2020,158,2,Czechia,CZ,,NA,2020-03-25,CZ,CZE,Czech Republic
24/03/2020,24,3,2020,71,0,Czechia,CZ,,NA,2020-03-24,CZ,CZE,Czech Republic
23/03/2020,23,3,2020,170,1,Czechia,CZ,,NA,2020-03-23,CZ,CZE,Czech Republic
22/03/2020,22,3,2020,91,0,Czechia,CZ,,NA,2020-03-22,CZ,CZE,Czech Republic
21/03/2020,21,3,2020,210,0,Czechia,CZ,,NA,2020-03-21,CZ,CZE,Czech Republic
20/03/2020,20,3,2020,172,0,Czechia,CZ,,NA,2020-03-20,CZ,CZE,Czech Republic
19/03/2020,19,3,2020,88,0,Czechia,CZ,,NA,2020-03-19,CZ,CZE,Czech Republic
18/03/2020,18,3,2020,90,0,Czechia,CZ,,NA,2020-03-18,CZ,CZE,Czech Republic
17/03/2020,17,3,2020,46,0,Czechia,CZ,,NA,2020-03-17,CZ,CZE,Czech Republic
16/03/2020,16,3,2020,84,0,Czechia,CZ,,NA,2020-03-16,CZ,CZE,Czech Republic
15/03/2020,15,3,2020,64,0,Czechia,CZ,,NA,2020-03-15,CZ,CZE,Czech Republic
14/03/2020,14,3,2020,34,0,Czechia,CZ,,NA,2020-03-14,CZ,CZE,Czech Republic
13/03/2020,13,3,2020,22,0,Czechia,CZ,,NA,2020-03-13,CZ,CZE,Czech Republic
12/03/2020,12,3,2020,31,0,Czechia,CZ,,NA,2020-03-12,CZ,CZE,Czech Republic
11/03/2020,11,3,2020,23,0,Czechia,CZ,,NA,2020-03-11,CZ,CZE,Czech Republic
10/03/2020,10,3,2020,8,0,Czechia,CZ,,NA,2020-03-10,CZ,CZE,Czech Republic
09/03/2020,9,3,2020,6,0,Czechia,CZ,,NA,2020-03-09,CZ,CZE,Czech Republic
08/03/2020,8,3,2020,7,0,Czechia,CZ,,NA,2020-03-08,CZ,CZE,Czech Republic
07/03/2020,7,3,2020,7,0,Czechia,CZ,,NA,2020-03-07,CZ,CZE,Czech Republic
06/03/2020,6,3,2020,4,0,Czechia,CZ,,NA,2020-03-06,CZ,CZE,Czech Republic
05/03/2020,5,3,2020,3,0,Czechia,CZ,,NA,2020-03-05,CZ,CZE,Czech Republic
04/03/2020,4,3,2020,0,0,Czechia,CZ,,NA,2020-03-04,CZ,CZE,Czech Republic
03/03/2020,3,3,2020,2,0,Czechia,CZ,,NA,2020-03-03,CZ,CZE,Czech Republic
02/03/2020,2,3,2020,3,0,Czechia,CZ,,NA,2020-03-02,CZ,CZE,Czech Republic
01/03/2020,1,3,2020,0,0,Czechia,CZ,,NA,2020-03-01,CZ,CZE,Czech Republic
29/02/2020,29,2,2020,0,0,Czechia,CZ,,NA,2020-02-29,CZ,CZE,Czech Republic
28/02/2020,28,2,2020,0,0,Czechia,CZ,,NA,2020-02-28,CZ,CZE,Czech Republic
27/02/2020,27,2,2020,0,0,Czechia,CZ,,NA,2020-02-27,CZ,CZE,Czech Republic
26/02/2020,26,2,2020,0,0,Czechia,CZ,,NA,2020-02-26,CZ,CZE,Czech Republic
25/02/2020,25,2,2020,0,0,Czechia,CZ,,NA,2020-02-25,CZ,CZE,Czech Republic
24/02/2020,24,2,2020,0,0,Czechia,CZ,,NA,2020-02-24,CZ,CZE,Czech Republic
23/02/2020,23,2,2020,0,0,Czechia,CZ,,NA,2020-02-23,CZ,CZE,Czech Republic
22/02/2020,22,2,2020,0,0,Czechia,CZ,,NA,2020-02-22,CZ,CZE,Czech Republic
21/02/2020,21,2,2020,0,0,Czechia,CZ,,NA,2020-02-21,CZ,CZE,Czech Republic
20/02/2020,20,2,2020,0,0,Czechia,CZ,,NA,2020-02-20,CZ,CZE,Czech Republic
19/02/2020,19,2,2020,0,0,Czechia,CZ,,NA,2020-02-19,CZ,CZE,Czech Republic
18/02/2020,18,2,2020,0,0,Czechia,CZ,,NA,2020-02-18,CZ,CZE,Czech Republic
17/02/2020,17,2,2020,0,0,Czechia,CZ,,NA,2020-02-17,CZ,CZE,Czech Republic
16/02/2020,16,2,2020,0,0,Czechia,CZ,,NA,2020-02-16,CZ,CZE,Czech Republic
15/02/2020,15,2,2020,0,0,Czechia,CZ,,NA,2020-02-15,CZ,CZE,Czech Republic
14/02/2020,14,2,2020,0,0,Czechia,CZ,,NA,2020-02-14,CZ,CZE,Czech Republic
13/02/2020,13,2,2020,0,0,Czechia,CZ,,NA,2020-02-13,CZ,CZE,Czech Republic
12/02/2020,12,2,2020,0,0,Czechia,CZ,,NA,2020-02-12,CZ,CZE,Czech Republic
11/02/2020,11,2,2020,0,0,Czechia,CZ,,NA,2020-02-11,CZ,CZE,Czech Republic
10/02/2020,10,2,2020,0,0,Czechia,CZ,,NA,2020-02-10,CZ,CZE,Czech Republic
09/02/2020,9,2,2020,0,0,Czechia,CZ,,NA,2020-02-09,CZ,CZE,Czech Republic
08/02/2020,8,2,2020,0,0,Czechia,CZ,,NA,2020-02-08,CZ,CZE,Czech Republic
07/02/2020,7,2,2020,0,0,Czechia,CZ,,NA,2020-02-07,CZ,CZE,Czech Republic
06/02/2020,6,2,2020,0,0,Czechia,CZ,,NA,2020-02-06,CZ,CZE,Czech Republic
05/02/2020,5,2,2020,0,0,Czechia,CZ,,NA,2020-02-05,CZ,CZE,Czech Republic
04/02/2020,4,2,2020,0,0,Czechia,CZ,,NA,2020-02-04,CZ,CZE,Czech Republic
03/02/2020,3,2,2020,0,0,Czechia,CZ,,NA,2020-02-03,CZ,CZE,Czech Republic
02/02/2020,2,2,2020,0,0,Czechia,CZ,,NA,2020-02-02,CZ,CZE,Czech Republic
01/02/2020,1,2,2020,0,0,Czechia,CZ,,NA,2020-02-01,CZ,CZE,Czech Republic
31/01/2020,31,1,2020,0,0,Czechia,CZ,,NA,2020-01-31,CZ,CZE,Czech Republic
30/01/2020,30,1,2020,0,0,Czechia,CZ,,NA,2020-01-30,CZ,CZE,Czech Republic
29/01/2020,29,1,2020,0,0,Czechia,CZ,,NA,2020-01-29,CZ,CZE,Czech Republic
28/01/2020,28,1,2020,0,0,Czechia,CZ,,NA,2020-01-28,CZ,CZE,Czech Republic
27/01/2020,27,1,2020,0,0,Czechia,CZ,,NA,2020-01-27,CZ,CZE,Czech Republic
26/01/2020,26,1,2020,0,0,Czechia,CZ,,NA,2020-01-26,CZ,CZE,Czech Republic
25/01/2020,25,1,2020,0,0,Czechia,CZ,,NA,2020-01-25,CZ,CZE,Czech Republic
24/01/2020,24,1,2020,0,0,Czechia,CZ,,NA,2020-01-24,CZ,CZE,Czech Republic
23/01/2020,23,1,2020,0,0,Czechia,CZ,,NA,2020-01-23,CZ,CZE,Czech Republic
22/01/2020,22,1,2020,0,0,Czechia,CZ,,NA,2020-01-22,CZ,CZE,Czech Republic
21/01/2020,21,1,2020,0,0,Czechia,CZ,,NA,2020-01-21,CZ,CZE,Czech Republic
20/01/2020,20,1,2020,0,0,Czechia,CZ,,NA,2020-01-20,CZ,CZE,Czech Republic
19/01/2020,19,1,2020,0,0,Czechia,CZ,,NA,2020-01-19,CZ,CZE,Czech Republic
18/01/2020,18,1,2020,0,0,Czechia,CZ,,NA,2020-01-18,CZ,CZE,Czech Republic
17/01/2020,17,1,2020,0,0,Czechia,CZ,,NA,2020-01-17,CZ,CZE,Czech Republic
16/01/2020,16,1,2020,0,0,Czechia,CZ,,NA,2020-01-16,CZ,CZE,Czech Republic
15/01/2020,15,1,2020,0,0,Czechia,CZ,,NA,2020-01-15,CZ,CZE,Czech Republic
14/01/2020,14,1,2020,0,0,Czechia,CZ,,NA,2020-01-14,CZ,CZE,Czech Republic
13/01/2020,13,1,2020,0,0,Czechia,CZ,,NA,2020-01-13,CZ,CZE,Czech Republic
12/01/2020,12,1,2020,0,0,Czechia,CZ,,NA,2020-01-12,CZ,CZE,Czech Republic
11/01/2020,11,1,2020,0,0,Czechia,CZ,,NA,2020-01-11,CZ,CZE,Czech Republic
10/01/2020,10,1,2020,0,0,Czechia,CZ,,NA,2020-01-10,CZ,CZE,Czech Republic
09/01/2020,9,1,2020,0,0,Czechia,CZ,,NA,2020-01-09,CZ,CZE,Czech Republic
08/01/2020,8,1,2020,0,0,Czechia,CZ,,NA,2020-01-08,CZ,CZE,Czech Republic
07/01/2020,7,1,2020,0,0,Czechia,CZ,,NA,2020-01-07,CZ,CZE,Czech Republic
06/01/2020,6,1,2020,0,0,Czechia,CZ,,NA,2020-01-06,CZ,CZE,Czech Republic
05/01/2020,5,1,2020,0,0,Czechia,CZ,,NA,2020-01-05,CZ,CZE,Czech Republic
04/01/2020,4,1,2020,0,0,Czechia,CZ,,NA,2020-01-04,CZ,CZE,Czech Republic
03/01/2020,3,1,2020,0,0,Czechia,CZ,,NA,2020-01-03,CZ,CZE,Czech Republic
02/01/2020,2,1,2020,0,0,Czechia,CZ,,NA,2020-01-02,CZ,CZE,Czech Republic
01/01/2020,1,1,2020,0,0,Czechia,CZ,,NA,2020-01-01,CZ,CZE,Czech Republic
31/12/2019,31,12,2019,0,0,Czechia,CZ,,NA,2019-12-31,CZ,CZE,Czech Republic
13/04/2020,13,4,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-04-13,CD,COD,"Congo, the Democratic Republic of the"
12/04/2020,12,4,2020,11,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-04-12,CD,COD,"Congo, the Democratic Republic of the"
11/04/2020,11,4,2020,8,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-04-11,CD,COD,"Congo, the Democratic Republic of the"
10/04/2020,10,4,2020,32,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-04-10,CD,COD,"Congo, the Democratic Republic of the"
09/04/2020,9,4,2020,3,2,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-04-09,CD,COD,"Congo, the Democratic Republic of the"
08/04/2020,8,4,2020,19,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-04-08,CD,COD,"Congo, the Democratic Republic of the"
07/04/2020,7,4,2020,7,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-04-07,CD,COD,"Congo, the Democratic Republic of the"
06/04/2020,6,4,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-04-06,CD,COD,"Congo, the Democratic Republic of the"
05/04/2020,5,4,2020,20,5,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-04-05,CD,COD,"Congo, the Democratic Republic of the"
04/04/2020,4,4,2020,11,2,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-04-04,CD,COD,"Congo, the Democratic Republic of the"
03/04/2020,3,4,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-04-03,CD,COD,"Congo, the Democratic Republic of the"
02/04/2020,2,4,2020,25,3,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-04-02,CD,COD,"Congo, the Democratic Republic of the"
01/04/2020,1,4,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-04-01,CD,COD,"Congo, the Democratic Republic of the"
31/03/2020,31,3,2020,17,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-03-31,CD,COD,"Congo, the Democratic Republic of the"
30/03/2020,30,3,2020,23,2,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-03-30,CD,COD,"Congo, the Democratic Republic of the"
29/03/2020,29,3,2020,0,2,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-03-29,CD,COD,"Congo, the Democratic Republic of the"
28/03/2020,28,3,2020,4,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-03-28,CD,COD,"Congo, the Democratic Republic of the"
27/03/2020,27,3,2020,9,1,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-03-27,CD,COD,"Congo, the Democratic Republic of the"
26/03/2020,26,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-03-26,CD,COD,"Congo, the Democratic Republic of the"
25/03/2020,25,3,2020,19,1,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-03-25,CD,COD,"Congo, the Democratic Republic of the"
24/03/2020,24,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-03-24,CD,COD,"Congo, the Democratic Republic of the"
23/03/2020,23,3,2020,3,1,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-03-23,CD,COD,"Congo, the Democratic Republic of the"
22/03/2020,22,3,2020,9,1,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-03-22,CD,COD,"Congo, the Democratic Republic of the"
21/03/2020,21,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-03-21,CD,COD,"Congo, the Democratic Republic of the"
20/03/2020,20,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091,2020-03-20,CD,COD,"Congo, the Democratic Republic of the"
